2019-05-18T03:05:51.370444: step 1, loss 1.1063, acc 0.5
2019-05-18T03:05:58.935414: step 801, loss 0.011212, acc 1
2019-05-18T03:05:58.943401: step 802, loss 0.00946912, acc 1
2019-05-18T03:05:58.952400: step 803, loss 0.0124483, acc 1
2019-05-18T03:05:58.960401: step 804, loss 0.0126851, acc 1
2019-05-18T03:05:58.968400: step 805, loss 0.012185, acc 1
2019-05-18T03:05:58.977400: step 806, loss 0.0115433, acc 1
2019-05-18T03:05:58.985401: step 807, loss 0.0107747, acc 1
2019-05-18T03:05:58.993399: step 808, loss 0.015273, acc 1
2019-05-18T03:05:59.000399: step 809, loss 0.0182111, acc 1
2019-05-18T03:05:59.007399: step 810, loss 0.00999167, acc 1
2019-05-18T03:05:59.014400: step 811, loss 0.0121099, acc 1
2019-05-18T03:05:59.020398: step 812, loss 0.0117682, acc 1
2019-05-18T03:05:59.027397: step 813, loss 0.00930057, acc 1
2019-05-18T03:05:59.034398: step 814, loss 0.0131073, acc 1
2019-05-18T03:05:59.042398: step 815, loss 0.0128013, acc 1
2019-05-18T03:05:59.049397: step 816, loss 0.0101329, acc 1
2019-05-18T03:05:59.056397: step 817, loss 0.0152875, acc 1
2019-05-18T03:05:59.063397: step 818, loss 0.0106941, acc 1
2019-05-18T03:05:59.070397: step 819, loss 0.0118457, acc 1
2019-05-18T03:05:59.077396: step 820, loss 0.013075, acc 1
2019-05-18T03:05:59.084397: step 821, loss 0.0112932, acc 1
2019-05-18T03:05:59.090395: step 822, loss 0.00992478, acc 1
2019-05-18T03:05:59.098395: step 823, loss 0.011914, acc 1
2019-05-18T03:05:59.105396: step 824, loss 0.0131719, acc 1
2019-05-18T03:05:59.112395: step 825, loss 0.0113422, acc 1
2019-05-18T03:05:59.119395: step 826, loss 0.0158852, acc 1
2019-05-18T03:05:59.126395: step 827, loss 0.00972006, acc 1
2019-05-18T03:05:59.133395: step 828, loss 0.0108119, acc 1
2019-05-18T03:05:59.143394: step 829, loss 0.0099764, acc 1
2019-05-18T03:05:59.151395: step 830, loss 0.0134993, acc 1
2019-05-18T03:05:59.158394: step 831, loss 0.0124982, acc 1
2019-05-18T03:05:59.166395: step 832, loss 0.0118598, acc 1
2019-05-18T03:05:59.173393: step 833, loss 0.0134066, acc 1
2019-05-18T03:05:59.182393: step 834, loss 0.0137922, acc 1
2019-05-18T03:05:59.191395: step 835, loss 0.0108663, acc 1
2019-05-18T03:05:59.199394: step 836, loss 0.0119806, acc 1
2019-05-18T03:05:59.207393: step 837, loss 0.0125062, acc 1
2019-05-18T03:05:59.215392: step 838, loss 0.0123962, acc 1
2019-05-18T03:05:59.223392: step 839, loss 0.0126646, acc 1
2019-05-18T03:05:59.231392: step 840, loss 0.0123553, acc 1
2019-05-18T03:05:59.239392: step 841, loss 0.012996, acc 1
2019-05-18T03:05:59.247391: step 842, loss 0.0105116, acc 1
2019-05-18T03:05:59.254392: step 843, loss 0.0130711, acc 1
2019-05-18T03:05:59.262390: step 844, loss 0.0108239, acc 1
2019-05-18T03:05:59.269390: step 845, loss 0.0122467, acc 1
2019-05-18T03:05:59.276390: step 846, loss 0.0126445, acc 1
2019-05-18T03:05:59.283390: step 847, loss 0.0126341, acc 1
2019-05-18T03:05:59.291390: step 848, loss 0.0130227, acc 1
2019-05-18T03:05:59.298390: step 849, loss 0.00915271, acc 1
2019-05-18T03:05:59.305389: step 850, loss 0.0133186, acc 1
2019-05-18T03:05:59.311389: step 851, loss 0.0132091, acc 1
2019-05-18T03:05:59.318389: step 852, loss 0.00990501, acc 1
2019-05-18T03:05:59.325388: step 853, loss 0.0131488, acc 1
2019-05-18T03:05:59.331388: step 854, loss 0.0100444, acc 1
2019-05-18T03:05:59.339388: step 855, loss 0.0123946, acc 1
2019-05-18T03:05:59.346388: step 856, loss 0.0130245, acc 1
2019-05-18T03:05:59.357387: step 857, loss 0.0130078, acc 1
2019-05-18T03:05:59.364389: step 858, loss 0.00901348, acc 1
2019-05-18T03:05:59.371387: step 859, loss 0.0133896, acc 1
2019-05-18T03:05:59.380387: step 860, loss 0.0125648, acc 1
2019-05-18T03:05:59.387387: step 861, loss 0.0130424, acc 1
2019-05-18T03:05:59.396386: step 862, loss 0.0115416, acc 1
2019-05-18T03:05:59.403387: step 863, loss 0.0116381, acc 1
2019-05-18T03:05:59.411386: step 864, loss 0.010784, acc 1
2019-05-18T03:05:59.419386: step 865, loss 0.0121202, acc 1
2019-05-18T03:05:59.426386: step 866, loss 0.0103669, acc 1
2019-05-18T03:05:59.434386: step 867, loss 0.0107451, acc 1
2019-05-18T03:05:59.446385: step 868, loss 0.0141472, acc 1
2019-05-18T03:05:59.452384: step 869, loss 0.0109903, acc 1
2019-05-18T03:05:59.460385: step 870, loss 0.0133667, acc 1
2019-05-18T03:05:59.467384: step 871, loss 0.00874506, acc 1
2019-05-18T03:05:59.475385: step 872, loss 0.0131156, acc 1
2019-05-18T03:05:59.481383: step 873, loss 0.01219, acc 1
2019-05-18T03:05:59.488383: step 874, loss 0.00977242, acc 1
2019-05-18T03:05:59.495383: step 875, loss 0.0113561, acc 1
2019-05-18T03:05:59.502383: step 876, loss 0.0125715, acc 1
2019-05-18T03:05:59.509383: step 877, loss 0.00922325, acc 1
2019-05-18T03:05:59.516383: step 878, loss 0.00970008, acc 1
2019-05-18T03:05:59.523383: step 879, loss 0.0131782, acc 1
2019-05-18T03:05:59.531382: step 880, loss 0.0113942, acc 1
2019-05-18T03:05:59.538382: step 881, loss 0.0133008, acc 1
2019-05-18T03:05:59.544382: step 882, loss 0.0118964, acc 1
2019-05-18T03:05:59.552382: step 883, loss 0.0124366, acc 1
2019-05-18T03:05:59.561381: step 884, loss 0.0114392, acc 1
2019-05-18T03:05:59.568381: step 885, loss 0.0107346, acc 1
2019-05-18T03:05:59.575381: step 886, loss 0.0118456, acc 1
2019-05-18T03:05:59.583380: step 887, loss 0.0117245, acc 1
2019-05-18T03:05:59.590380: step 888, loss 0.0121203, acc 1
2019-05-18T03:05:59.598381: step 889, loss 0.0162007, acc 1
2019-05-18T03:05:59.605380: step 890, loss 0.00866834, acc 1
2019-05-18T03:05:59.612379: step 891, loss 0.0128312, acc 1
2019-05-18T03:05:59.622380: step 892, loss 0.0105779, acc 1
2019-05-18T03:05:59.630380: step 893, loss 0.0118009, acc 1
2019-05-18T03:05:59.637379: step 894, loss 0.0106978, acc 1
2019-05-18T03:05:59.645378: step 895, loss 0.0115948, acc 1
2019-05-18T03:05:59.652379: step 896, loss 0.00834984, acc 1
2019-05-18T03:05:59.660378: step 897, loss 0.0103201, acc 1
2019-05-18T03:05:59.667378: step 898, loss 0.00964967, acc 1
2019-05-18T03:05:59.675378: step 899, loss 0.012387, acc 1
2019-05-18T03:05:59.682378: step 900, loss 0.0121637, acc 1

Evaluation:
2019-05-18T03:05:59.685378: step 900, loss 0.00712174, acc 1

Saved model checkpoint to C:\Users\micha\PycharmProjects\untitled\runs\1558116350\checkpoints\model-900

2019-05-18T03:05:59.766374: step 901, loss 0.00857438, acc 1
2019-05-18T03:05:59.773389: step 902, loss 0.0134574, acc 1
2019-05-18T03:05:59.782389: step 903, loss 0.0100164, acc 1
2019-05-18T03:05:59.791388: step 904, loss 0.0135425, acc 1
2019-05-18T03:05:59.799375: step 905, loss 0.0120434, acc 1
2019-05-18T03:05:59.806374: step 906, loss 0.0101016, acc 1
2019-05-18T03:05:59.814374: step 907, loss 0.0119438, acc 1
2019-05-18T03:05:59.821374: step 908, loss 0.0138207, acc 1
2019-05-18T03:05:59.830373: step 909, loss 0.0109517, acc 1
2019-05-18T03:05:59.837375: step 910, loss 0.0114049, acc 1
2019-05-18T03:05:59.845373: step 911, loss 0.00950078, acc 1
2019-05-18T03:05:59.854372: step 912, loss 0.0104155, acc 1
2019-05-18T03:05:59.861373: step 913, loss 0.0118828, acc 1
2019-05-18T03:05:59.869372: step 914, loss 0.00915668, acc 1
2019-05-18T03:05:59.877371: step 915, loss 0.0147536, acc 1
2019-05-18T03:05:59.884371: step 916, loss 0.0126982, acc 1
2019-05-18T03:05:59.891371: step 917, loss 0.0121465, acc 1
2019-05-18T03:05:59.898371: step 918, loss 0.0128104, acc 1
2019-05-18T03:05:59.905370: step 919, loss 0.0104217, acc 1
2019-05-18T03:05:59.912370: step 920, loss 0.0102645, acc 1
2019-05-18T03:05:59.919370: step 921, loss 0.0102893, acc 1
2019-05-18T03:05:59.927370: step 922, loss 0.0124313, acc 1
2019-05-18T03:05:59.933369: step 923, loss 0.0102094, acc 1
2019-05-18T03:05:59.939369: step 924, loss 0.0128886, acc 1
2019-05-18T03:05:59.946369: step 925, loss 0.0107115, acc 1
2019-05-18T03:05:59.953369: step 926, loss 0.0126576, acc 1
2019-05-18T03:05:59.960369: step 927, loss 0.0101673, acc 1
2019-05-18T03:05:59.968369: step 928, loss 0.0106984, acc 1
2019-05-18T03:05:59.975369: step 929, loss 0.00836843, acc 1
2019-05-18T03:05:59.983368: step 930, loss 0.0113915, acc 1
2019-05-18T03:05:59.991368: step 931, loss 0.0113486, acc 1
2019-05-18T03:06:00.000368: step 932, loss 0.0138354, acc 1
2019-05-18T03:06:00.011369: step 933, loss 0.0113074, acc 1
2019-05-18T03:06:00.019367: step 934, loss 0.0121692, acc 1
2019-05-18T03:06:00.026367: step 935, loss 0.011206, acc 1
2019-05-18T03:06:00.035367: step 936, loss 0.013976, acc 1
2019-05-18T03:06:00.044367: step 937, loss 0.0104798, acc 1
2019-05-18T03:06:00.050366: step 938, loss 0.011945, acc 1
2019-05-18T03:06:00.059366: step 939, loss 0.0128955, acc 1
2019-05-18T03:06:00.066366: step 940, loss 0.00954369, acc 1
2019-05-18T03:06:00.074366: step 941, loss 0.0118992, acc 1
2019-05-18T03:06:00.082366: step 942, loss 0.0122589, acc 1
2019-05-18T03:06:00.089365: step 943, loss 0.011871, acc 1
2019-05-18T03:06:00.096364: step 944, loss 0.0111998, acc 1
2019-05-18T03:06:00.103365: step 945, loss 0.00997277, acc 1
2019-05-18T03:06:00.110364: step 946, loss 0.0121306, acc 1
2019-05-18T03:06:00.117364: step 947, loss 0.0138326, acc 1
2019-05-18T03:06:00.125364: step 948, loss 0.0114568, acc 1
2019-05-18T03:06:00.132363: step 949, loss 0.0116982, acc 1
2019-05-18T03:06:00.139363: step 950, loss 0.00923485, acc 1
2019-05-18T03:06:00.146364: step 951, loss 0.0105358, acc 1
2019-05-18T03:06:00.151363: step 952, loss 0.00890126, acc 1
2019-05-18T03:06:00.158362: step 953, loss 0.0106821, acc 1
2019-05-18T03:06:00.166366: step 954, loss 0.0146174, acc 1
2019-05-18T03:06:00.175366: step 955, loss 0.0104303, acc 1
2019-05-18T03:06:00.182366: step 956, loss 0.00995715, acc 1
2019-05-18T03:06:00.189366: step 957, loss 0.00995623, acc 1
2019-05-18T03:06:00.198365: step 958, loss 0.0115562, acc 1
2019-05-18T03:06:00.205365: step 959, loss 0.0103447, acc 1
2019-05-18T03:06:00.214365: step 960, loss 0.010942, acc 1
2019-05-18T03:06:00.222364: step 961, loss 0.00978797, acc 1
2019-05-18T03:06:00.229364: step 962, loss 0.0117641, acc 1
2019-05-18T03:06:00.237364: step 963, loss 0.0104442, acc 1
2019-05-18T03:06:00.245364: step 964, loss 0.0118531, acc 1
2019-05-18T03:06:00.252363: step 965, loss 0.0135997, acc 1
2019-05-18T03:06:00.260364: step 966, loss 0.00876442, acc 1
2019-05-18T03:06:00.268366: step 967, loss 0.0107673, acc 1
2019-05-18T03:06:00.276363: step 968, loss 0.0120147, acc 1
2019-05-18T03:06:00.283362: step 969, loss 0.012009, acc 1
2019-05-18T03:06:00.290362: step 970, loss 0.0105531, acc 1
2019-05-18T03:06:00.297362: step 971, loss 0.0103758, acc 1
2019-05-18T03:06:00.304363: step 972, loss 0.00931851, acc 1
2019-05-18T03:06:00.311362: step 973, loss 0.0108476, acc 1
2019-05-18T03:06:00.318362: step 974, loss 0.014562, acc 1
2019-05-18T03:06:00.325361: step 975, loss 0.0102272, acc 1
2019-05-18T03:06:00.332361: step 976, loss 0.0106179, acc 1
2019-05-18T03:06:00.340361: step 977, loss 0.0116501, acc 1
2019-05-18T03:06:00.346360: step 978, loss 0.0121098, acc 1
2019-05-18T03:06:00.353361: step 979, loss 0.00774128, acc 1
2019-05-18T03:06:00.360360: step 980, loss 0.00937448, acc 1
2019-05-18T03:06:00.368360: step 981, loss 0.0119108, acc 1
2019-05-18T03:06:00.377360: step 982, loss 0.0093662, acc 1
2019-05-18T03:06:00.384359: step 983, loss 0.0101302, acc 1
2019-05-18T03:06:00.392359: step 984, loss 0.0111599, acc 1
2019-05-18T03:06:00.399360: step 985, loss 0.00979869, acc 1
2019-05-18T03:06:00.406359: step 986, loss 0.012038, acc 1
2019-05-18T03:06:00.414358: step 987, loss 0.00868874, acc 1
2019-05-18T03:06:00.421358: step 988, loss 0.0115515, acc 1
2019-05-18T03:06:00.430358: step 989, loss 0.0110216, acc 1
2019-05-18T03:06:00.439358: step 990, loss 0.00955479, acc 1
2019-05-18T03:06:00.446358: step 991, loss 0.0116636, acc 1
2019-05-18T03:06:00.453357: step 992, loss 0.0122539, acc 1
2019-05-18T03:06:00.461358: step 993, loss 0.0137695, acc 1
2019-05-18T03:06:00.467357: step 994, loss 0.0107334, acc 1
2019-05-18T03:06:00.476357: step 995, loss 0.0106372, acc 1
2019-05-18T03:06:00.483357: step 996, loss 0.0101136, acc 1
2019-05-18T03:06:00.490357: step 997, loss 0.00983106, acc 1
2019-05-18T03:06:00.497356: step 998, loss 0.0132888, acc 1
2019-05-18T03:06:00.504356: step 999, loss 0.00977252, acc 1
2019-05-18T03:06:00.512356: step 1000, loss 0.0090746, acc 1

Evaluation:
2019-05-18T03:06:00.515356: step 1000, loss 0.0116431, acc 1

Saved model checkpoint to C:\Users\micha\PycharmProjects\untitled\runs\1558116350\checkpoints\model-1000

2019-05-18T03:06:00.595354: step 1001, loss 0.00807377, acc 1
2019-05-18T03:06:00.604353: step 1002, loss 0.0122792, acc 1
2019-05-18T03:06:00.612352: step 1003, loss 0.0103382, acc 1
2019-05-18T03:06:00.620358: step 1004, loss 0.0102674, acc 1
2019-05-18T03:06:00.628351: step 1005, loss 0.0105888, acc 1
2019-05-18T03:06:00.636352: step 1006, loss 0.0112261, acc 1
2019-05-18T03:06:00.644351: step 1007, loss 0.0122242, acc 1
2019-05-18T03:06:00.651352: step 1008, loss 0.0122077, acc 1
2019-05-18T03:06:00.659351: step 1009, loss 0.0108982, acc 1
2019-05-18T03:06:00.667351: step 1010, loss 0.011756, acc 1
2019-05-18T03:06:00.674352: step 1011, loss 0.0087416, acc 1
2019-05-18T03:06:00.682351: step 1012, loss 0.0121116, acc 1
2019-05-18T03:06:00.689351: step 1013, loss 0.0123403, acc 1
2019-05-18T03:06:00.696350: step 1014, loss 0.0101741, acc 1
2019-05-18T03:06:00.704350: step 1015, loss 0.0110558, acc 1
2019-05-18T03:06:00.711350: step 1016, loss 0.00790556, acc 1
2019-05-18T03:06:00.719349: step 1017, loss 0.0114659, acc 1
2019-05-18T03:06:00.725349: step 1018, loss 0.00963307, acc 1
2019-05-18T03:06:00.732349: step 1019, loss 0.0120863, acc 1
2019-05-18T03:06:00.740349: step 1020, loss 0.0106051, acc 1
2019-05-18T03:06:00.747348: step 1021, loss 0.00920859, acc 1
2019-05-18T03:06:00.753348: step 1022, loss 0.0103399, acc 1
2019-05-18T03:06:00.760348: step 1023, loss 0.0098979, acc 1
2019-05-18T03:06:00.767347: step 1024, loss 0.0124176, acc 1
2019-05-18T03:06:00.775348: step 1025, loss 0.0109217, acc 1
2019-05-18T03:06:00.781347: step 1026, loss 0.00934751, acc 1
2019-05-18T03:06:00.788347: step 1027, loss 0.008635, acc 1
2019-05-18T03:06:00.796349: step 1028, loss 0.0100328, acc 1
2019-05-18T03:06:00.803346: step 1029, loss 0.0107688, acc 1
2019-05-18T03:06:00.811347: step 1030, loss 0.00954619, acc 1
2019-05-18T03:06:00.818346: step 1031, loss 0.00950139, acc 1
2019-05-18T03:06:00.827346: step 1032, loss 0.0120526, acc 1
2019-05-18T03:06:00.836345: step 1033, loss 0.0124663, acc 1
2019-05-18T03:06:00.844345: step 1034, loss 0.00889293, acc 1
2019-05-18T03:06:00.852345: step 1035, loss 0.00983624, acc 1
2019-05-18T03:06:00.860345: step 1036, loss 0.00918748, acc 1
2019-05-18T03:06:00.867344: step 1037, loss 0.0120874, acc 1
2019-05-18T03:06:00.875345: step 1038, loss 0.010675, acc 1
2019-05-18T03:06:00.883345: step 1039, loss 0.0106538, acc 1
2019-05-18T03:06:00.891344: step 1040, loss 0.0119286, acc 1
2019-05-18T03:06:00.899344: step 1041, loss 0.0105206, acc 1
2019-05-18T03:06:00.906344: step 1042, loss 0.00884592, acc 1
2019-05-18T03:06:00.913343: step 1043, loss 0.011534, acc 1
2019-05-18T03:06:00.920342: step 1044, loss 0.00942063, acc 1
2019-05-18T03:06:00.928343: step 1045, loss 0.0113243, acc 1
2019-05-18T03:06:00.935342: step 1046, loss 0.0104273, acc 1
2019-05-18T03:06:00.942343: step 1047, loss 0.0130012, acc 1
2019-05-18T03:06:00.949342: step 1048, loss 0.0093544, acc 1
2019-05-18T03:06:00.956342: step 1049, loss 0.00870215, acc 1
2019-05-18T03:06:00.962341: step 1050, loss 0.00913474, acc 1
2019-05-18T03:06:00.970341: step 1051, loss 0.00974004, acc 1
2019-05-18T03:06:00.977341: step 1052, loss 0.0105282, acc 1
2019-05-18T03:06:00.984340: step 1053, loss 0.0130738, acc 1
2019-05-18T03:06:00.991341: step 1054, loss 0.0119385, acc 1
2019-05-18T03:06:00.998340: step 1055, loss 0.0103517, acc 1
2019-05-18T03:06:01.008340: step 1056, loss 0.0101667, acc 1
2019-05-18T03:06:01.015340: step 1057, loss 0.00990649, acc 1
2019-05-18T03:06:01.023340: step 1058, loss 0.00969947, acc 1
2019-05-18T03:06:01.030339: step 1059, loss 0.0102858, acc 1
2019-05-18T03:06:01.037339: step 1060, loss 0.00869356, acc 1
2019-05-18T03:06:01.046340: step 1061, loss 0.00895514, acc 1
2019-05-18T03:06:01.054339: step 1062, loss 0.0109809, acc 1
2019-05-18T03:06:01.062340: step 1063, loss 0.0104855, acc 1
2019-05-18T03:06:01.071339: step 1064, loss 0.0100517, acc 1
2019-05-18T03:06:01.079339: step 1065, loss 0.00964381, acc 1
2019-05-18T03:06:01.086339: step 1066, loss 0.00906366, acc 1
2019-05-18T03:06:01.095338: step 1067, loss 0.0102632, acc 1
2019-05-18T03:06:01.102337: step 1068, loss 0.0110651, acc 1
2019-05-18T03:06:01.110337: step 1069, loss 0.00917996, acc 1
2019-05-18T03:06:01.117337: step 1070, loss 0.00870757, acc 1
2019-05-18T03:06:01.124336: step 1071, loss 0.0108235, acc 1
2019-05-18T03:06:01.131336: step 1072, loss 0.0116633, acc 1
2019-05-18T03:06:01.138337: step 1073, loss 0.0100059, acc 1
2019-05-18T03:06:01.145336: step 1074, loss 0.00890571, acc 1
2019-05-18T03:06:01.152335: step 1075, loss 0.0114546, acc 1
2019-05-18T03:06:01.159336: step 1076, loss 0.0104627, acc 1
2019-05-18T03:06:01.166230: step 1077, loss 0.0110316, acc 1
2019-05-18T03:06:01.173230: step 1078, loss 0.00903116, acc 1
2019-05-18T03:06:01.180229: step 1079, loss 0.00868108, acc 1
2019-05-18T03:06:01.187229: step 1080, loss 0.00733139, acc 1
2019-05-18T03:06:01.194230: step 1081, loss 0.0091071, acc 1
2019-05-18T03:06:01.201229: step 1082, loss 0.00929289, acc 1
2019-05-18T03:06:01.210229: step 1083, loss 0.00895607, acc 1
2019-05-18T03:06:01.217228: step 1084, loss 0.0113643, acc 1
2019-05-18T03:06:01.225229: step 1085, loss 0.0109245, acc 1
2019-05-18T03:06:01.232229: step 1086, loss 0.00806492, acc 1
2019-05-18T03:06:01.239228: step 1087, loss 0.00919239, acc 1
2019-05-18T03:06:01.248228: step 1088, loss 0.0120337, acc 1
2019-05-18T03:06:01.255229: step 1089, loss 0.0116444, acc 1
2019-05-18T03:06:01.262227: step 1090, loss 0.0119194, acc 1
2019-05-18T03:06:01.270227: step 1091, loss 0.0110064, acc 1
2019-05-18T03:06:01.277227: step 1092, loss 0.0100358, acc 1
2019-05-18T03:06:01.285226: step 1093, loss 0.00763883, acc 1
2019-05-18T03:06:01.293227: step 1094, loss 0.00913232, acc 1
2019-05-18T03:06:01.301226: step 1095, loss 0.0134651, acc 1
2019-05-18T03:06:01.309226: step 1096, loss 0.0077375, acc 1
2019-05-18T03:06:01.317226: step 1097, loss 0.011264, acc 1
2019-05-18T03:06:01.324226: step 1098, loss 0.0119597, acc 1
2019-05-18T03:06:01.331226: step 1099, loss 0.0125276, acc 1
2019-05-18T03:06:01.338225: step 1100, loss 0.0111027, acc 1

Evaluation:
2019-05-18T03:06:01.339225: step 1100, loss 0.00641951, acc 1

Saved model checkpoint to C:\Users\micha\PycharmProjects\untitled\runs\1558116350\checkpoints\model-1100

2019-05-18T03:06:01.420222: step 1101, loss 0.00816531, acc 1
2019-05-18T03:06:01.429237: step 1102, loss 0.0098109, acc 1
2019-05-18T03:06:01.439237: step 1103, loss 0.00895471, acc 1
2019-05-18T03:06:01.448239: step 1104, loss 0.00783778, acc 1
2019-05-18T03:06:01.456221: step 1105, loss 0.0122085, acc 1
2019-05-18T03:06:01.465250: step 1106, loss 0.00830805, acc 1
2019-05-18T03:06:01.472240: step 1107, loss 0.00876984, acc 1
2019-05-18T03:06:01.480255: step 1108, loss 0.0117517, acc 1
2019-05-18T03:06:01.488239: step 1109, loss 0.0106729, acc 1
2019-05-18T03:06:01.496243: step 1110, loss 0.010787, acc 1
2019-05-18T03:06:01.503239: step 1111, loss 0.00888703, acc 1
2019-05-18T03:06:01.511239: step 1112, loss 0.0109039, acc 1
2019-05-18T03:06:01.518238: step 1113, loss 0.0111529, acc 1
2019-05-18T03:06:01.525238: step 1114, loss 0.0110877, acc 1
2019-05-18T03:06:01.533238: step 1115, loss 0.00700038, acc 1
2019-05-18T03:06:01.540238: step 1116, loss 0.01083, acc 1
2019-05-18T03:06:01.547238: step 1117, loss 0.00846929, acc 1
2019-05-18T03:06:01.555238: step 1118, loss 0.0115917, acc 1
2019-05-18T03:06:01.562237: step 1119, loss 0.00831556, acc 1
2019-05-18T03:06:01.568237: step 1120, loss 0.00808434, acc 1
2019-05-18T03:06:01.575237: step 1121, loss 0.00945945, acc 1
2019-05-18T03:06:01.583236: step 1122, loss 0.0142834, acc 1
2019-05-18T03:06:01.590236: step 1123, loss 0.00966189, acc 1
2019-05-18T03:06:01.597236: step 1124, loss 0.00978261, acc 1
2019-05-18T03:06:01.604236: step 1125, loss 0.00883659, acc 1
2019-05-18T03:06:01.610235: step 1126, loss 0.00844874, acc 1
2019-05-18T03:06:01.618236: step 1127, loss 0.0109148, acc 1
2019-05-18T03:06:01.625235: step 1128, loss 0.010144, acc 1
2019-05-18T03:06:01.633236: step 1129, loss 0.0104966, acc 1
2019-05-18T03:06:01.640235: step 1130, loss 0.00875096, acc 1
2019-05-18T03:06:01.648235: step 1131, loss 0.00952097, acc 1
2019-05-18T03:06:01.655234: step 1132, loss 0.00858958, acc 1
2019-05-18T03:06:01.663234: step 1133, loss 0.00772751, acc 1
2019-05-18T03:06:01.670390: step 1134, loss 0.0089731, acc 1
2019-05-18T03:06:01.677388: step 1135, loss 0.0120298, acc 1
2019-05-18T03:06:01.685388: step 1136, loss 0.00908236, acc 1
2019-05-18T03:06:01.692388: step 1137, loss 0.0105949, acc 1
2019-05-18T03:06:01.700387: step 1138, loss 0.00909699, acc 1
2019-05-18T03:06:01.709388: step 1139, loss 0.0074017, acc 1
2019-05-18T03:06:01.716387: step 1140, loss 0.0106414, acc 1
2019-05-18T03:06:01.724387: step 1141, loss 0.00891275, acc 1
2019-05-18T03:06:01.731386: step 1142, loss 0.00867937, acc 1
2019-05-18T03:06:01.738386: step 1143, loss 0.00947429, acc 1
2019-05-18T03:06:01.745386: step 1144, loss 0.00959858, acc 1
2019-05-18T03:06:01.752386: step 1145, loss 0.00943498, acc 1
2019-05-18T03:06:01.760386: step 1146, loss 0.0124049, acc 1
2019-05-18T03:06:01.767385: step 1147, loss 0.0107195, acc 1
2019-05-18T03:06:01.773385: step 1148, loss 0.00858968, acc 1
2019-05-18T03:06:01.781385: step 1149, loss 0.00995057, acc 1
2019-05-18T03:06:01.788384: step 1150, loss 0.010815, acc 1
2019-05-18T03:06:01.795385: step 1151, loss 0.00978064, acc 1
2019-05-18T03:06:01.802385: step 1152, loss 0.0081877, acc 1
2019-05-18T03:06:01.809384: step 1153, loss 0.00938003, acc 1
2019-05-18T03:06:01.816384: step 1154, loss 0.00944617, acc 1
2019-05-18T03:06:01.822383: step 1155, loss 0.01076, acc 1
2019-05-18T03:06:01.831384: step 1156, loss 0.0097491, acc 1
2019-05-18T03:06:01.838385: step 1157, loss 0.0106209, acc 1
2019-05-18T03:06:01.845383: step 1158, loss 0.00837933, acc 1
2019-05-18T03:06:01.853383: step 1159, loss 0.00805261, acc 1
2019-05-18T03:06:01.861383: step 1160, loss 0.00901829, acc 1
2019-05-18T03:06:01.869382: step 1161, loss 0.00718493, acc 1
2019-05-18T03:06:01.876383: step 1162, loss 0.0130899, acc 1
2019-05-18T03:06:01.883382: step 1163, loss 0.0115777, acc 1
2019-05-18T03:06:01.891382: step 1164, loss 0.00821422, acc 1
2019-05-18T03:06:01.898381: step 1165, loss 0.0108219, acc 1
2019-05-18T03:06:01.908382: step 1166, loss 0.0100069, acc 1
2019-05-18T03:06:01.918381: step 1167, loss 0.00743224, acc 1
2019-05-18T03:06:01.927382: step 1168, loss 0.00629335, acc 1
2019-05-18T03:06:01.935380: step 1169, loss 0.00878001, acc 1
2019-05-18T03:06:01.944381: step 1170, loss 0.0108903, acc 1
2019-05-18T03:06:01.952380: step 1171, loss 0.00889382, acc 1
2019-05-18T03:06:01.960380: step 1172, loss 0.0100355, acc 1
2019-05-18T03:06:01.968379: step 1173, loss 0.0111946, acc 1
2019-05-18T03:06:01.976380: step 1174, loss 0.00994685, acc 1
2019-05-18T03:06:01.983379: step 1175, loss 0.0087713, acc 1
2019-05-18T03:06:01.991379: step 1176, loss 0.00915979, acc 1
2019-05-18T03:06:01.999378: step 1177, loss 0.0106785, acc 1
2019-05-18T03:06:02.007379: step 1178, loss 0.00878111, acc 1
2019-05-18T03:06:02.016378: step 1179, loss 0.00892795, acc 1
2019-05-18T03:06:02.024377: step 1180, loss 0.00955917, acc 1
2019-05-18T03:06:02.036377: step 1181, loss 0.0125278, acc 1
2019-05-18T03:06:02.044381: step 1182, loss 0.00852645, acc 1
2019-05-18T03:06:02.053377: step 1183, loss 0.010028, acc 1
2019-05-18T03:06:02.062376: step 1184, loss 0.008345, acc 1
2019-05-18T03:06:02.070378: step 1185, loss 0.00964303, acc 1
2019-05-18T03:06:02.077376: step 1186, loss 0.00813605, acc 1
2019-05-18T03:06:02.086376: step 1187, loss 0.00859751, acc 1
2019-05-18T03:06:02.094378: step 1188, loss 0.0112857, acc 1
2019-05-18T03:06:02.101375: step 1189, loss 0.00827011, acc 1
2019-05-18T03:06:02.110376: step 1190, loss 0.00897567, acc 1
2019-05-18T03:06:02.117375: step 1191, loss 0.010528, acc 1
2019-05-18T03:06:02.124374: step 1192, loss 0.00861058, acc 1
2019-05-18T03:06:02.131375: step 1193, loss 0.00788268, acc 1
2019-05-18T03:06:02.138374: step 1194, loss 0.00762371, acc 1
2019-05-18T03:06:02.146374: step 1195, loss 0.0134724, acc 1
2019-05-18T03:06:02.153373: step 1196, loss 0.00800939, acc 1
2019-05-18T03:06:02.160373: step 1197, loss 0.0116816, acc 1
